B B
C1=CCCCCC1 C1=CCC[CH2:1]CC1
C1=CCCCCC1 C1=CC[CH2:1]CCC1
C1=CCCCCC1 C1=CC[CH2:1][CH2:1]CC1
C1=CCCCCC1 C1=CC[CH2:1][CH2:1][CH2:1]C1
C1=CCCCCC1 C1=C[CH2:1]CCCC1
C1=CCCCCC1 C1=C[CH2:1][CH2:1]CCC1
C1=CCCCCC1 C1=C[CH2:1][CH2:1][CH2:1]CC1
C1=CCCCCC1 C1=C[CH2:1][CH2:1][CH2:1][CH2:1]C1
C1=CCCCCC1 C1=[CH:1]CCCCC1
C1=CCCCCC1 C1=[CH:1][CH2:1]CCCC1
C1=CCCCCC1 C1=[CH:1][CH2:1][CH2:1]CCC1
C1=CCCCCC1 C1CC[CH:1]=[CH:1]CC1
C1=CCCCCC=C1 C1=CCCCC[CH:1]=C1
C1=CCCCCC=C1 C1=CCCC[CH2:1]C=C1
C1=CCCCCC=C1 C1=CCC[CH2:1]CC=C1
C1=CCCCCC=C1 C1=CCC[CH2:1][CH2:1]C=C1
C1=CCCCCC=C1 C1=C[CH:1]=CCCCC1
C1=CCCCCC=C1 C1=C[CH:1]=[CH:1]CCCC1
C1=CCCCCC=CC1 C1=CCC[CH2:1]CC=CC1
C1=CCCCCC=CC=CCOCCC=C1 C1=CCCCCC=CC=CC[CH2:1]OCC=C1
C1=CCCCCC=CC=CCOCCC=C1 C1=CCCCCC=CC=C[CH2:1]COCC=C1
C1=CCCCCC=CC=CCOCCC=C1 C1=CCCCCC=CC=[CH:1]COCCC=C1
C1=CCCCCC=CC=CCOCCC=C1 C1=CCCOCC=CC=CC[CH2:1]CCC=C1
C1=CCCCCC=CCC1 C1=CCCCC[CH:1]=CCC1
C1=CCCCCC=CCC1 C1=CCCC[CH2:1]C=CCC1
C1=CCCCCC=CCC1 C1=CCC[CH2:1]CC=CCC1
C1=CCCCCC=CCC1 C1=CCC[CH2:1][CH2:1]C=CCC1
C1=CCCCCC=CCC1 C1=CCC[CH:1]=CCCCC1
C1=CCCCCC=CCC1 C1=CCC[CH:1]=[CH:1][CH2:1]CCC1
C1=CCCCCC=CCC1 C1=CC[CH2:1][CH2:1]CC=CCC1
C1=CCCCCC=CCCC1 C1=CCCCC[CH:1]=CCCC1
C1=CCCCCC=CCCC1 C1=CCCC[CH2:1]C=CCCC1
C1=CCCCCC=CCCC1 C1=CCCC[CH:1]=CCCCC1
C1=CCCCCC=CCCC1 C1=CCC[CH2:1]C=CCCCC1
C1=CCCCCC=CCCC1 C1=CCC[CH2:1]CC=CCCC1
C1=CCCCCC=CCCC1 C1=CCC[CH2:1][CH2:1]C=CCCC1
C1=CCCCCC=CCCC1 C1=CC[CH2:1]CC=CCCCC1
C1=CCCCCC=CCCC1 C1=CC[CH2:1][CH2:1]C=CCCCC1
C1=CCCCCC=CCCC1 C1=CC[CH2:1][CH2:1]CC=CCCC1
C1=CCCCCC=CCCCC1 C1=CCCCC[CH:1]=CCCCC1
C1=CCCCCC=CCCCC1 C1=CCCC[CH2:1]C=CCCCC1
C1=CCCCCC=CCCCC1 C1=CCC[CH2:1]CC=CCCCC1
C1=CCCCCC=CCCCC=CCCCCCOCC=C1 C1=CCCCCC=CCCCC=CCCCC[CH2:1]OCC=C1
C1=CCCCCC=CCCCC=CCCCOCC=C1 C1=CCCCCC=CCCCC=CCC[CH2:1]OCC=C1
C1=CCCCCC=CCCCCC=C1 C1=CCCCCC=CCCCC[CH:1]=C1
C1=CCCCCC=CCCCCC=C1 C1=CCCCCC=CCC[CH2:1]CC=C1
C1=CCCCCC=CCCCCC=C1 C1=CCCCCC=[CH:1]CCCCC=C1
C1=CCCCCC=CCCCCC=CCOCCC=C1 C1=CCCCCC=CCCCCC=CCO[CH2:1]CC=C1
C1=CCCCCC=CCCCCCCC=C1 C1=CCCCCC=CC[CH2:1]CCCCC=C1
C1=CCCCCC=CCCCCCCC=CC1 C1=CCCCCC=CC[CH2:1]CCCCC=CC1
C1=CCCCCC=CCCCCCCCCCCOCC=C1 C1=CCCCCC=CCCCCCCCCC[CH2:1]OCC=C1
C1=CCCCCC=CCCCCCCCCOCC=C1 C1=CCCCCC=CCCCCCCC[CH2:1]OCC=C1
C1=CCCCCC=CCCCCCCCNCC=CCC1 C1=CCCCCC=CCCCCCCCN[CH2:1]C=CCC1
C1=CCCCCC=CCCCCCCCNCC=CCC1 C1=CCCCCCCCNCC=[CH:1]CCC=CCCCC1
C1=CCCCCC=CCCCCCCCNCC=CCC1 C1=CCCCCCCCN[CH2:1][CH:1]=[CH:1]CCC=CCCCC1
C1=CCCCCC=CCCCCNCCC=C1 C1=CCCCCC=CCCCC[NH:1]CCC=C1
C1=CCCCCC=CCCCCNCCC=C1 C1=CCCCCC=CCC[CH2:1]CNCCC=C1
C1=CCCCCC=CCCOCC=C1 C1=CCCCCC=CCCOC[CH:1]=C1
C1=CCCCCC=CCCOCC=C1 C1=CCCCCC=C[CH2:1]COCC=C1
C1=CCCCCC=CCCOCC=C1 C1=CCCOCC=[CH:1]C=CCCCC1
C1=CCCCCC=CCCOCC=C1 C1=CCCOC[CH:1]=[CH:1]C=CCCCC1
C1=CCCCCC=COCCCCCC=C1 C1=CCCCCC=COC[CH2:1]CCCC=C1
C1=CCCCCC=COCCCCCC=C1 C1=CCCCCC=CO[CH2:1]CCCCC=C1
C1=CCCCCC=COCCCCCC=C1 C1=CCCCCC=CO[CH2:1][CH2:1]CCCC=C1
C1=CCCCCC=COCCCCCC=C1 C1=CCCCCCOC=CCCC[CH2:1]C=C1
C1=CCCCCC=COCCCCCC=C1 C1=CCCCCCOC=C[CH2:1]CCCC=C1
C1=CCCCCC=COCCCCCC=C1 C1=COCCCCCC=C[CH:1]=CCCCC1
C1=CCCCCC=COCCCCCC=C1 C1=C[CH:1]=[CH:1][CH2:1]CCCC=COCCCCC1
C1=CCCCCC=COCCCCCC=CC1 C1=CCCCCC=COCCCC[CH2:1]C=CC1
C1=CCCCCC=NCC=CCOCCC=C1 C1=CCCCCC=NCC=CCO[CH2:1]CC=C1
C1=CCCCCC=NCCNCCOCCC=CCNCC=C1 C1=CCNCC=C[CH:1]=CCCCCC=NCCNCCOCC1
C1=CCCCCCC1 C1=CCC[CH2:1]CCC1
C1=CCCCCCC1 C1=CCC[CH2:1][CH2:1]CC1
C1=CCCCCCC1 C1=CC[CH2:1]CCCC1
C1=CCCCCCC1 C1=CC[CH2:1][CH2:1]CCC1
C1=CCCCCCC1 C1=CC[CH2:1][CH2:1][CH2:1]CC1
C1=CCCCCCC1 C1=C[CH2:1]CCCCC1
C1=CCCCCCC1 C1=C[CH2:1][CH2:1]CCCC1
C1=CCCCCCC1 C1=C[CH2:1][CH2:1][CH2:1]CCC1
C1=CCCCCCC1 C1=[CH:1]CCCCCC1
C1=CCCCCCC1 C1=[CH:1][CH2:1]CCCCC1
C1=CCCCCCC1 C1CCC[CH:1]=[CH:1]CC1
C1=CCCCCCC1 C1CC[CH2:1][CH:1]=[CH:1][CH2:1]C1
C1=CCCCCCC1 C1CC[CH:1]=[CH:1][CH2:1]CC1
C1=CCCCCCC=C1 C1=CCCCC[CH2:1]C=C1
C1=CCCCCCC=CC1 C1=CCCCCC[CH:1]=CC1
C1=CCCCCCC=CC1 C1=CCCCC[CH2:1]C=CC1
C1=CCCCCCC=CC1 C1=CCCC[CH2:1]CC=CC1
C1=CCCCCCC=CC1 C1=CCCC[CH2:1][CH2:1]C=CC1
C1=CCCCCCC=CC1 C1=CCC[CH2:1]CCC=CC1
C1=CCCCCCC=CC1 C1=CCC[CH2:1][CH2:1]CC=CC1
C1=CCCCCCC=CC1 C1=CC[CH:1]=CCCCCC1
C1=CCCCCCC=CC1 C1=CC[CH:1]=[CH:1]CCCCC1
C1=CCCCCCC=CCC1 C1=CCCCCC[CH:1]=CCC1
C1=CCCCCCC=CCC1 C1=CCCCC[CH2:1]C=CCC1
C1=CCCCCCC=CCC1 C1=CCCC[CH2:1]CC=CCC1
C1=CCCCCCC=CCC1 C1=CCC[CH2:1]CCC=CCC1
C1=CCCCCCC=CCC1 C1=CCC[CH2:1][CH2:1]CC=CCC1
C1=CCCCCCC=CCC1 C1=CCC[CH:1]=CCCCCC1
C1=CCCCCCC=CCC1 C1=CC[CH2:1]C=CCCCCC1
C1=CCCCCCC=CCC=COC=C1 C1=CCCCCCC=C[CH2:1]C=COC=C1
C1=CCCCCCC=CCCC1 C1=CCCC[CH2:1]CC=CCCC1
C1=CCCCCCC=CCCC1 C1=CCCC[CH:1]=CCCCCC1
C1=CCCCCCC=CCCC1 C1=CCC[CH2:1]CCC=CCCC1
C1=CCCCCCC=CCCCC1 C1=CCC[CH2:1]CC=CCCCCC1
C1=CCCCCCC=CCCCC1 C1=CCC[CH2:1]CCC=CCCCC1
C1=CCCCCCC=CCCCC=CCOC=C1 C1=CCCCCCC=CCCC[CH:1]=CCOC=C1
C1=CCCCCCC=CCCCC=CCOC=C1 C1=CCCCCC[CH:1]=CCCCC=CCOC=C1
C1=CCCCCCC=CCCCC=CCOC=C1 C1=CCCC[CH2:1]CC=CCCCC=CCOC=C1
C1=CCCCCCC=CCCCCC1 C1=CCCCCC[CH:1]=CCCCCC1
C1=CCCCCCC=CCCCCC1 C1=CCCCC[CH2:1]C=CCCCCC1
C1=CCCCCCC=CCCCCC1 C1=CCCC[CH2:1]CC=CCCCCC1
C1=CCCCCCC=CCCCCC1 C1=CCCC[CH2:1][CH2:1]C=CCCCCC1
C1=CCCCCCC=CCCCCC1 C1=CCC[CH2:1]CCC=CCCCCC1
C1=CCCCCCC=CCCCCC=COC=C1 C1=CCCCCCC=CCCC[CH2:1]C=COC=C1
C1=CCCCCCC=CCCCCC=COC=C1 C1=CCCCCC[CH:1]=CCCCCC=COC=C1
C1=CCCCCCC=CCCCCC=COC=C1 C1=CCCC[CH2:1]CC=CCCCCC=COC=C1
C1=CCCCCCC=CCCCCC=COC=C1 C1=CCC[CH2:1]CCC=CCCCCC=COC=C1
C1=CCCCCCC=CCCOCC=CCC1 C1=CCCCC[CH2:1]C=CCCOCC=CCC1
C1=CCCCCCC=CCOCC=CCC1 C1=CCCCC[CH2:1]C=CCOCC=CCC1
C1=CCCCCCC=COCC=CCC1 C1=CCCCC[CH2:1]C=COCC=CCC1
C1=CCCCCCC=COCC=CCCC1 C1=COCC=CCCC[CH:1]=CCCCCC1
C1=CCCCCCC=NC=CC1 C1=CCCCCCC=N[CH:1]=CC1
C1=CCCCCCC=NC=CC1 C1=CCCCC[CH2:1]C=NC=CC1
C1=CCCCCCC=NC=CC1 C1=CC[CH:1]=CN=CCCCCC1
C1=CCCCCCC=NC=CC1 C1=CC[CH:1]=[CH:1]N=CCCCCC1
C1=CCCCCCCC1 C1=CCCC[CH2:1]CCC1
C1=CCCCCCCC1 C1=CCC[CH2:1]CCCC1
C1=CCCCCCCC1 C1=CCC[CH2:1][CH2:1]CCC1
C1=CCCCCCCC1 C1=CC[CH2:1]CCCCC1
C1=CCCCCCCC1 C1=C[CH2:1]CCCCCC1
C1=CCCCCCCC1 C1=[CH:1]CCCCCCC1
C1=CCCCCCCC1 C1CCC[CH:1]=[CH:1]CCC1
C1=CCCCCCCC=C1 C1=CCCCCCC[CH:1]=C1
C1=CCCCCCCC=C1 C1=CCCCCC[CH2:1]C=C1
C1=CCCCCCCC=C1 C1=CCCCC[CH2:1]CC=C1
C1=CCCCCCCC=C1 C1=CCCCC[CH2:1][CH2:1]C=C1
C1=CCCCCCCC=C1 C1=CCCC[CH2:1]CCC=C1
C1=CCCCCCCC=C1 C1=CCCC[CH2:1][CH2:1]CC=C1
C1=CCCCCCCC=C1 C1=CCC[CH2:1][CH2:1]CCC=C1
C1=CCCCCCCC=C1 C1=C[CH:1]=CCCCCCC1
C1=CCCCCCCC=CC1 C1=CCCC[CH2:1]CCC=CC1
C1=CCCCCCCC=CC1 C1=CC[CH:1]=CCCCCCC1
C1=CCCCCCCC=CC=CCOCCC=C1 C1=CCCC[CH2:1]CCC=CC=CCOCCC=C1
C1=CCCCCCCC=CCC1 C1=CCCCCC[CH2:1]C=CCC1
C1=CCCCCCCC=CCC1 C1=CCCC[CH2:1]CCC=CCC1
C1=CCCCCCCC=CCCC1 C1=CC[CH2:1]CC=CCCCCCC1
C1=CCCCCCCC=CCCCC1 C1=CCCCCCC[CH:1]=CCCCC1
C1=CCCCCCCC=CCCCC1 C1=CCCCC[CH:1]=CCCCCCC1
C1=CCCCCCCC=CCCCC1 C1=CCCC[CH2:1]C=CCCCCCC1
C1=CCCCCCCC=CCCCC1 C1=CCCC[CH2:1]CCC=CCCCC1
C1=CCCCCCCC=CCCCC1 C1=CCC[CH2:1]CC=CCCCCCC1
C1=CCCCCCCC=CCCCC1 C1=CCC[CH2:1][CH2:1]C=CCCCCCC1
C1=CCCCCCCC=CCCCCCCCCCCOCC=CCC1 C1=CCCCCC[CH2:1]C=CCCCCCCCCCCOCC=CCC1
C1=CCCCCCCC=CCNCC=CCCCC1 C1=CCCCCCCC=C[CH2:1]NCC=CCCCC1
C1=CCCCCCCC=CCNCC=CCCCC1 C1=CCCCCCC[CH:1]=CCNCC=CCCCC1
C1=CCCCCCCC=CCNCC=CCCCC1 C1=CCCCCCC[CH:1]=[CH:1][CH2:1]NCC=CCCCC1
C1=CCCCCCCC=CCNCC=CCCCC1 C1=CCNCC=CCC[CH2:1]CC=CCCCCCC1
C1=CCCCCCCC=CCOC=C1 C1=CCC[CH2:1]CCCC=CCOC=C1
C1=CCCCCCCC=CCOC=CC1 C1=CCOC=C[CH2:1]C=CCCCCCC1
C1=CCCCCCCC=CCOC=CCCCC1 C1=CCCC[CH2:1]C=COCC=CCCCCCC1
C1=CCCCCCCC=CCOC=CCCCC1 C1=CCC[CH2:1]CCCC=CCOC=CCCCC1
C1=CCCCCCCC=CCOC=CCCCC1 C1=CC[CH2:1]CCCCC=CCOC=CCCCC1
C1=CCCCCCCC=CCOC=CCCCC1 C1=COCC=CCCCCCC[CH:1]=CCCCC1
C1=CCCCCCCC=CCOCC=CCCC1 C1=CCCC[CH:1]=CCOCC=CCCCCCC1
C1=CCCCCCCC=CCOCC=CCCC1 C1=CCOCC=CCCCCCC[CH:1]=CCCC1
C1=CCCCCCCC=CCOCC=CCCC1 C1=CCOCC=CCCCC[CH2:1]CC=CCCC1
C1=CCCCCCCC=CCOCCC=C1 C1=CCCCCCCC=CCO[CH2:1]CC=C1
C1=CCCCCCCC=CCOCCC=C1 C1=CCCCCC[CH2:1]C=CCOCCC=C1
C1=CCCCCCCC=NC=C1 C1=CCCCCCCC=N[CH:1]=C1
C1=CCCCCCCC=NC=C1 C1=CCCCCC[CH2:1]C=NC=C1
C1=CCCCCCCC=NC=C1 C1=C[CH:1]=CN=CCCCCCC1
C1=CCCCCCCC=NC=C1 C1=C[CH:1]=[CH:1]N=CCCCCCC1
C1=CCCCCCCCC1 C1=CCCC[CH2:1]CCCC1
C1=CCCCCCCCC1 C1=CCCC[CH2:1][CH2:1]CCC1
C1=CCCCCCCCC1 C1=CCC[CH2:1]CCCCC1
C1=CCCCCCCCC1 C1=CCC[CH2:1][CH2:1]CCCC1
C1=CCCCCCCCC1 C1=CC[CH2:1]CCCCCC1
C1=CCCCCCCCC1 C1=CC[CH2:1][CH2:1]CCCCC1
C1=CCCCCCCCC1 C1=C[CH2:1]CCCCCCC1
C1=CCCCCCCCC1 C1=C[CH2:1][CH2:1]CCCCCC1
C1=CCCCCCCCC1 C1=[CH:1]CCCCCCCC1
C1=CCCCCCCCC1 C1=[CH:1][CH2:1][CH2:1]CCCCCC1
C1=CCCCCCCCC1 C1CCCC[CH:1]=[CH:1]CCC1
C1=CCCCCCCCC1 C1CCC[CH2:1][CH:1]=[CH:1][CH2:1]CC1
C1=CCCCCCCCC1 C1CCC[CH:1]=[CH:1][CH2:1]CCC1
C1=CCCCCCCCC=CC1 C1=CCCCC[CH2:1]CCC=CC1
C1=CCCCCCCCC=CC=CCCCCCCCC=C1 C1=CCCCCCCCC=CC=CC[CH2:1]CCCCCC=C1
C1=CCCCCCCCC=CC=CCCCCCCCC=C1 C1=CCCCCCCCC=CC=C[CH2:1]CCCCCCC=C1
C1=CCCCCCCCC=CCC1 C1=CCCCCCCC[CH:1]=CCC1
C1=CCCCCCCCC=CCC1 C1=CCCCCC[CH2:1]CC=CCC1
C1=CCCCCCCCC=CCC1 C1=CC[CH2:1]C=CCCCCCCC1
C1=CCCCCCCCC=CCC1 C1=CC[CH2:1][CH:1]=[CH:1]CCCCCCC1
C1=CCCCCCCCC=CCCC1 C1=CCCCCCC[CH2:1]C=CCCC1
C1=CCCCCCCCC=CCCC1 C1=CCCCCC[CH2:1]CC=CCCC1
C1=CCCCCCCCC=CCCC1 C1=CCCCC[CH2:1]CCC=CCCC1
C1=CCCCCCCCC=CCCC1 C1=CCCC[CH2:1]CCCC=CCCC1
C1=CCCCCCCCC=CCCC1 C1=CCCC[CH2:1][CH2:1][CH2:1]CC=CCCC1
C1=CCCCCCCCC=CCCC1 C1=CCCC[CH:1]=CCCCCCCC1
C1=CCCCCCCCC=CCCC1 C1=CCC[CH2:1]C=CCCCCCCC1
C1=CCCCCCCCC=CCCCC1 C1=CCCCCC[CH2:1]CC=CCCCC1
C1=CCCCCCCCC=CCCCCCC=CCOC=C1 C1=CCCCCCCCC=CCCCCC[CH:1]=CCOC=C1
C1=CCCCCCCCC=CCCCCCCCC=C1 C1=CCCCCCCCC=CCCCCCC[CH2:1]C=C1
C1=CCCCCCCCC=CCCCCCOCC=C1 C1=CCCCCCCCC=CC[CH2:1]CCCOCC=C1
C1=CCCCCCCCC=CCOC=C1 C1=CCCCCCCCC=CCO[CH:1]=C1
C1=CCCCCCCCC=CCOC=C1 C1=CCC[CH2:1]CCCCC=CCOC=C1
C1=CCCCCCCCC=CCOC=C1 C1=COCC=CCCCCCCC[CH:1]=C1
C1=CCCCCCCCC=CNCC=CCCCC1 C1=CCC[CH2:1]CCCCC=CNCC=CCCCC1
C1=CCCCCCCCC=COCCC=C1 C1=CCCCCCCCC=CO[CH2:1]CC=C1
C1=CCCCCCCCCC1 C1=CCCCC[CH2:1]CCCC1
C1=CCCCCCCCCC1 C1=CCCC[CH2:1]CCCCC1
C1=CCCCCCCCCC1 C1=CCCC[CH2:1][CH2:1]CCCC1
C1=CCCCCCCCCC1 C1=CCC[CH2:1]CCCCCC1
C1=CCCCCCCCCC1 C1=CC[CH2:1]CCCCCCC1
C1=CCCCCCCCCC1 C1=CC[CH2:1][CH2:1]CCCCCC1
C1=CCCCCCCCCC1 C1=C[CH2:1]CCCCCCCC1
C1=CCCCCCCCCC1 C1=C[CH2:1][CH2:1]CCCCCCC1
C1=CCCCCCCCCC1 C1=[CH:1]CCCCCCCCC1
C1=CCCCCCCCCC1 C1=[CH:1][CH2:1]CCCCCCCC1
C1=CCCCCCCCCC1 C1=[CH:1][CH2:1][CH2:1]CCCCCCC1
C1=CCCCCCCCCC1 C1CCCC[CH:1]=[CH:1]CCCC1
C1=CCCCCCCCCC=CC1 C1=CCCCCCCCC[CH:1]=CC1
C1=CCCCCCCCCC=CC1 C1=C[CH2:1]C=CCCCCCCCC1
C1=CCCCCCCCCC=CC1 C1=C[CH2:1][CH:1]=[CH:1]CCCCCCCC1
C1=CCCCCCCCCC=CCC1 C1=CCCCCCCCC[CH:1]=CCC1
C1=CCCCCCCCCC=CCC1 C1=CCCCCCCC[CH2:1]C=CCC1
C1=CCCCCCCCCC=CCC1 C1=CCCCCCC[CH2:1]CC=CCC1
C1=CCCCCCCCCC=CCC1 C1=CCCCCCC[CH2:1][CH2:1]C=CCC1
C1=CCCCCCCCCC=CCC1 C1=CCCCCC[CH2:1]CCC=CCC1
C1=CCCCCCCCCC=CCC1 C1=CCCCCC[CH2:1][CH2:1]CC=CCC1
C1=CCCCCCCCCC=CCC1 C1=CCCCC[CH2:1]CCCC=CCC1
C1=CCCCCCCCCC=CCC1 C1=CCCCC[CH2:1][CH2:1]CCC=CCC1
C1=CCCCCCCCCC=CCC1 C1=CCCC[CH2:1][CH2:1][CH2:1]CCC=CCC1
C1=CCCCCCCCCC=CCC1 C1=CCC[CH:1]=CCCCCCCCC1
C1=CCCCCCCCCC=CCCC1 C1=CCCCCC[CH2:1]CCC=CCCC1
C1=CCCCCCCCCC=CCCCCC=CCCOCC=C1 C1=CCOCCC=CCCCCC=CCCCCCC[CH2:1]CC=C1
C1=CCCCCCCCCC=CCCCCCCCC1 C1=CCCCCCC[CH2:1]CC=CCCCCCCCC1
C1=CCCCCCCCCC=CCCCCCCCCC=C1 C1=CCCCCCCCCC=CCCCCCCC[CH2:1]C=C1
C1=CCCCCCCCCC=CCCCCCCCCC=C1 C1=CCCCCCCCCC=CCCCCCC[CH2:1]CC=C1
C1=CCCCCCCCCC=CCCCCCCCCC=C1 C1=CCCCCCCCCC=CCC[CH2:1]CCCCCC=C1
C1=CCCCCCCCCC=CCCCCCCCCC=C1 C1=CCCCCCCCCC=CC[CH2:1]CCCCCCC=C1
C1=CCCCCCCCCC=CCOCC=CCCCCC1 C1=CCCCCC[CH:1]=CCOCC=CCCCCCCCC1
C1=CCCCCCCCCC=COC=C1 C1=CCCCCCCC[CH2:1]C=COC=C1
C1=CCCCCCCCCC=COC=C1 C1=CCC[CH2:1]CCCCCC=COC=C1
C1=CCCCCCCCCC=COCCC=CC=CCNCC=C1 C1=CCCCCCCC[CH2:1]C=COCCC=CC=CCNCC=C1
C1=CCCCCCCCCC=COCCC=CC=CCNCC=C1 C1=CCCCCC[CH2:1]CCC=COCCC=CC=CCNCC=C1
C1=CCCCCCCCCC=COCCC=CCC=CNCC=C1 C1=CCCCCCCCCC=CO[CH2:1]CC=CCC=CNCC=C1
C1=CCCCCCCCCC=COCCC=CCCCNCC=C1 C1=CCCCCCCC[CH2:1]C=COCCC=CCCCNCC=C1
C1=CCCCCCCCCC=COCCC=CCCCNCC=C1 C1=CCCCCC[CH2:1]CCC=COCCC=CCCCNCC=C1
C1=CCCCCCCCCC=COCCCC=CCCNCC=C1 C1=CCCCCCCCCC=COCC[CH2:1]C=CCCNCC=C1
C1=CCCCCCCCCC=COCCCCC=COCC=C1 C1=CCCCCCCCCC=COCC[CH2:1]CC=COCC=C1
C1=CCCCCCCCCC=COCCCCCC=CNCC=C1 C1=CCCCCCCCCC=COCC[CH2:1]CCC=CNCC=C1
C1=CCCCCCCCCCC1 C1=CCCCC[CH2:1]CCCCC1
C1=CCCCCCCCCCC1 C1=CCC[CH2:1]CCCCCCC1
C1=CCCCCCCCCCC1 C1=CCC[CH2:1][CH2:1][CH2:1]CCCCC1
C1=CCCCCCCCCCC1 C1=CC[CH2:1]CCCCCCCC1
C1=CCCCCCCCCCC1 C1=C[CH2:1]CCCCCCCCC1
C1=CCCCCCCCCCC1 C1=[CH:1]CCCCCCCCCC1
C1=CCCCCCCCCCC1 C1CCCCC[CH:1]=[CH:1]CCCC1
C1=CCCCCCCCCCC1 C1CCCC[CH:1]=[CH:1][CH2:1]CCCC1
C1=CCCCCCCCCCC=C1 C1=CCCCCCCCC[CH2:1]C=C1
C1=CCCCCCCCCCC=C1 C1=CCCCCC[CH2:1]CCCC=C1
C1=CCCCCCCCCCC=C1 C1=CCCCC[CH2:1]CCCCC=C1
C1=CCCCCCCCCCC=C1 C1=C[CH:1]=CCCCCCCCCC1
C1=CCCCCCCCCCC=C1 C1=C[CH:1]=[CH:1][CH2:1]CCCCCCCC1
C1=CCCCCCCCCCC=CC1 C1=CCCCCCC[CH2:1]CCC=CC1
C1=CCCCCCCCCCC=CC1 C1=CCCCCC[CH2:1]CCCC=CC1
C1=CCCCCCCCCCC=CC1 C1=CCCC[CH2:1][CH2:1][CH2:1][CH2:1]CCC=CC1
C1=CCCCCCCCCCC=CC1 C1=CC[CH:1]=CCCCCCCCCC1
C1=CCCCCCCCCCC=CCC1 C1=CCCCCCCC[CH2:1]CC=CCC1
C1=CCCCCCCCCCC=CCC1 C1=CCCCCCC[CH2:1]CCC=CCC1
C1=CCCCCCCCCCC=CCC1 C1=CCCCCCC[CH2:1][CH2:1]CC=CCC1
C1=CCCCCCCCCCC=CCC=CCC=CNCC=C1 C1=CCCCCCCCCCC=[CH:1]CC=CCC=CNCC=C1
C1=CCCCCCCCCCC=CCC=CCCCNCC=C1 C1=CCCCCCCCCCC=CCC=CCC[CH2:1]NCC=C1
C1=CCCCCCCCCCC=CCCC=CCCNCC=C1 C1=CCCCCCCCCCC=CCCC=CC[CH2:1]NCC=C1
C1=CCCCCCCCCCC=CCCCCC=CNCC=C1 C1=CCCCCCCCCCC=[CH:1]CCCCC=CNCC=C1
C1=CCCCCCCCCCC=CCCCCCCCCC1 C1=CCCCCCCC[CH2:1]CC=CCCCCCCCCC1
C1=CCCCCCCCCCC=CCCCCCCCCC1 C1=CCCCCCC[CH2:1]CCC=CCCCCCCCCC1
C1=CCCCCCCCCCC=COC=C1 C1=CCCCC[CH2:1]CCCCC=COC=C1
C1=CCCCCCCCCCC=COC=C1 C1=CCC[CH2:1]CCCCCCC=COC=C1
C1=CCCCCCCCCCCC1 C1=C[CH2:1]CCCCCCCCCC1
C1=CCCCCCCCCCCC1 C1=[CH:1]CCCCCCCCCCC1
C1=CCCCCCCCCCCC1 C1CCCCC[CH2:1][CH:1]=[CH:1]CCCC1
C1=CCCCCCCCCCCC1 C1CCCCC[CH:1]=[CH:1]CCCCC1
C1=CCCCCCCCCCCC=C1 C1=CCCCCCCCCCC[CH:1]=C1
C1=CCCCCCCCCCCC=C1 C1=CCCCCCCCCC[CH2:1]C=C1
C1=CCCCCCCCCCCC=C1 C1=CCCCCCCCC[CH2:1]CC=C1
C1=CCCCCCCCCCCCC1 C1=CCCCCC[CH2:1]CCCCCC1
C1=CCCCCCCCCCCCC1 C1=CCCCCC[CH2:1][CH2:1]CCCCC1
C1=CCCCCCCCCCCCC1 C1=CCCCC[CH2:1]CCCCCCC1
C1=CCCCCCCCCCCCC1 C1=CCCCC[CH2:1][CH2:1]CCCCCC1
C1=CCCCCCCCCCCCC1 C1=CCCC[CH2:1]CCCCCCCC1
C1=CCCCCCCCCCCCC1 C1=CCCC[CH2:1][CH2:1][CH2:1]CCCCCC1
C1=CCCCCCCCCCCCC1 C1=CCCC[CH2:1][CH2:1][CH2:1][CH2:1]CCCCC1
C1=CCCCCCCCCCCCC1 C1=CCC[CH2:1]CCCCCCCCC1
C1=CCCCCCCCCCCCC1 C1=CC[CH2:1]CCCCCCCCCC1
C1=CCCCCCCCCCCCC1 C1=C[CH2:1]CCCCCCCCCCC1
C1=CCCCCCCCCCCCC1 C1=C[CH2:1][CH2:1]CCCCCCCCCC1
C1=CCCCCCCCCCCCC1 C1=[CH:1]CCCCCCCCCCCC1
C1=CCCCCCCCCCCCCC1 C1=CC[CH2:1]CCCCCCCCCCC1
C1=CCCCCCCCCCCCCC1 C1=[CH:1]CCCCCCCCCCCCC1
C1=CCCCCCCCCCCCCC1 C1CCCCCC[CH:1]=[CH:1]CCCCCC1
C1=CCCCCCCCCCCCCC=CCOCCCCCCC=C1 C1=CCCCCCCCCCCCCC=CCOCCCCC[CH2:1]C=C1
C1=CCCCCCCCCCCCCC=CCOCCCCCCC=C1 C1=CCCCCCCCCCCCCC=CCOCC[CH2:1]CCCC=C1
C1=CCCCCCCCCCCCCC=CCOCCCCCCC=C1 C1=CCCCCCCCCCCCCC=CCO[CH2:1]CCCCCC=C1
C1=CCCCCCCCCCCCCC=CCOCCCCCCC=C1 C1=CCCCCCCCCCCCCC=CCO[CH2:1][CH2:1][CH2:1]CCCC=C1
C1=CCCCCCCCCCCCCCC1 C1=CCCC[CH2:1]CCCCCCCCCC1
